smiles_r,human_VDss_L_kg,human_CL_mL_min_kg,human_fup,human_mrt,human_thalf,MW,HBA,HBD,TPSA_NO,RotBondCount,MoKa.LogP,MoKa.LogD7.4,molecular_weight_smiles_r
CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc([NH+]3CCCC[C@H]3CCO)nc12,0.32,4.65,,1.1,2.1,396.49,8.0,2.0,88.7,7.0,0.88,0.88,397.23465058809
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0.43,0.052,0.095,140.0,140.0,248.71,4.0,2.0,77.8,2.0,2.9,2.7,248.08287409599998
CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(C)(=O)=O,3.1,7.7,,4.7,7.1,361.46,7.0,2.0,102.9,8.0,2.3,1.8,361.15724597599996
CCc1nn(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,0.51,7.5,0.01,1.1,1.2,470.01,7.0,0.0,51.6,10.0,4.4,4.3,470.23172939609
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH+](C)CC3)cc21,1.5,2.0,0.75,13.0,11.0,333.36,6.0,1.0,64.1,3.0,2.3,0.041,333.14886972
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]CC3)cc21,1.88,6.96,0.13,4.5,4.45,319.33,6.0,2.0,74.6,3.0,1.7,-0.72,319.133219656
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]CC3)nc21,2.0,5.4,0.8,6.2,5.1,320.32,7.0,2.0,85.8,3.0,1.4,-1.1,320.12846862400005
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+][C@@H](C)C3)c(F)c21,2.04,3.98,,7.89,8.1,351.35,6.0,2.0,74.6,3.0,2.4,-0.34,351.139447908
CCn1cc(C(=O)[O-])c(=O)c2cnc(N3CC[NH2+]CC3)nc21,0.88,2.84,0.7,5.15,3.69,303.32,8.0,2.0,100.3,3.0,0.63,-1.9,303.133139404
CCn1cnc(C(=O)NC)c1C(=O)NC,0.73,12.1,0.92,1.0,0.83,210.23,6.0,2.0,76.0,3.0,-0.55,-0.55,210.111675688
CN(C(=O)CO)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c1I,0.23,1.4,1.0,2.7,2.3,777.09,11.0,7.0,179.7,15.0,-2.1,-2.1,776.8541086639999
CN(C(=O)c1c([O-])c2ccccc2n(C)c1=O)c1ccccc1,0.21,0.082,,43.0,31.0,308.33,5.0,1.0,60.9,2.0,2.4,-0.95,307.10881591991
CN(C)C(=[NH2+])NC(N)=[NH2+],0.64,7.4,1.0,1.4,1.7,129.16,5.0,4.0,89.0,3.0,-2.0,-5.5,131.11599825617998
CN(C)c1cc(C[NH2+]CC(C)(C)C)c([O-])c2c1C[C@H]1C[C@H]3[C@H]([NH+](C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)C([O-])=C1C2=O,2.7,2.34,,19.24,15.0,556.65,11.0,6.0,176.7,6.0,1.4,-2.1,555.2824231679099
CN(C)c1cc(NC(=O)C[NH2+]C(C)(C)C)c([O-])c2c1C[C@H]1C[C@H]3[C@H]([NH+](C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)C([O-])=C1C2=O,12.0,3.8,0.2,53.0,48.0,585.65,13.0,7.0,205.8,6.0,-0.11,-2.9,584.27258675591
CN(C)c1ccc([O-])c2c1C[C@H]1C[C@H]3[C@H]([NH+](C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)C([O-])=C1C2=O,1.6,1.2,0.005,22.0,17.0,457.48,10.0,5.0,164.6,3.0,0.36,-1.9,455.1703472998199
CN(CCOc1ccc(Cc2sc(=O)[n-]c2O)cc1)c1ccccn1,0.2,0.65,0.002,5.1,3.9,357.43,6.0,1.0,71.5,7.0,3.2,0.25,356.10743601591
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1,0.43,2.1,0.37,3.4,3.9,454.44,13.0,5.0,210.5,9.0,-0.25,-6.4,452.1567628998199
CN/C(NC#N)=[NH+]\CCSCc1nc[n-]c1C,1.2,8.1,0.78,2.5,2.2,252.34,6.0,3.0,88.9,8.0,-0.23,-0.29,252.11571551199998
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,1.6,4.0,0.12,6.7,4.9,335.18,4.0,1.0,52.9,1.0,2.8,2.8,334.027582984
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1.0,0.38,0.023,44.0,42.0,284.74,3.0,0.0,32.7,1.0,2.8,2.8,284.07164071600005
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,1.9,1.4,0.17,23.0,25.0,313.28,6.0,0.0,78.5,2.0,2.1,2.1,313.086269464
CN1C(=O)[N-]C(=O)C(C)(C2=CCCCC2)C1=O,1.1,3.4,0.53,5.4,4.9,236.27,5.0,1.0,66.5,1.0,1.8,1.8,235.10881591991
CN1c2ccccc2[C@@H]([NH2+]CCCCCCC(=O)[O-])c2ccc(Cl)cc2S1(=O)=O,0.3,2.8,0.05,1.9,1.4,436.95,6.0,2.0,86.7,8.0,4.4,1.6,436.12235595999994
CNC(=O)C(c1ccccc1)[NH+]1CCc2cc(OC)c(OC)cc2[C@@H]1CCc1ccc(C(F)(F)F)cc1,9.75,10.2,,15.9,34.3,512.56,5.0,1.0,50.8,8.0,5.5,5.5,513.23595396409
CNC(=O)CC([NH3+])C(=O)NC(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])C(C)(C)S[C@H]12)c1ccc([O-])cc1,0.27,2.82,,1.61,1.45,493.53,12.0,6.0,191.2,8.0,-1.7,-3.8,493.1631192039999
CNC(=O)N([NH+](CCCl)S(C)(=O)=O)S(C)(=O)=O,0.88,23.1,,0.63,0.49,307.78,8.0,1.0,103.9,5.0,-1.4,-1.4,308.01361668008997
CNC(=O)Nc1c(OCC[NH+]2CCCC2)c(OC)c2occc2c1OC,0.8,3.2,,4.2,5.0,363.41,8.0,2.0,85.5,7.0,1.4,0.3,364.18669735208994
CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CC[NH+](C)[C@@H]1[NH+]2C,3.9,72.0,0.64,0.9,1.0,275.35,5.0,1.0,44.8,2.0,1.6,0.79,277.17792981618
CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,0.17,2.4,0.98,1.2,1.3,613.91,6.0,3.0,95.5,3.0,1.4,-2.0,612.7623743159099
CNC(=O)c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3cccc(C)c3nc12,0.3,2.6,0.0011,1.9,2.4,464.54,8.0,3.0,109.4,6.0,3.5,0.63,464.15182624799996
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[n-]c2c1,,5.0,0.004,,4.3,386.47,5.0,2.0,70.7,5.0,4.0,4.0,385.11285574391013
CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,0.94,7.3,0.7,2.1,2.0,390.35,13.0,5.0,186.5,4.0,-2.5,-2.5,390.1400156759999
CNC1=[NH+]c2ccc(Cl)cc2C(c2ccccc2)=[N+](O)C1,0.25,0.37,0.056,11.0,8.3,299.75,4.0,1.0,53.1,2.0,1.4,1.4,301.09709265218
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CC[NH+](C)CC3)c2c1,2.4,6.6,0.7,6.1,6.6,335.46,5.0,2.0,65.2,5.0,2.5,0.43,336.17402449209
CNS(=O)(=O)Cc1ccc2[nH]cc(CCC[NH+]3CCN(c4ncncc4OC)CC3)c2c1,0.87,6.44,,2.25,5.26,458.58,9.0,2.0,103.4,9.0,2.1,1.4,459.21728627209006
CNS(=O)(=O)Cc1ccc2[nH]cc(CC[NH+](C)C)c2c1,1.7,19.0,0.83,1.5,1.7,295.4,5.0,2.0,65.2,6.0,1.5,0.3,296.14272436409
CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)[O-])cn3C2CC2)CC1C[NH3+],3.52,7.2,0.3,8.1,8.3,389.38,9.0,2.0,123.0,5.0,1.7,-0.26,389.14993234
COC(=O)C(c1ccccc1)C1CCCC[NH2+]1,2.2,9.42,0.85,4.5,4.8,233.31,3.0,1.0,38.3,4.0,2.1,0.84,234.14885530009
COC(=O)C(c1ccccc1)[C@H]1CCCC[NH2+]1,2.65,6.67,0.87,6.62,8.0,233.31,3.0,1.0,38.3,4.0,2.1,0.84,234.14885530009
COC(=O)C(c1ccccc1Cl)[NH+]1CCc2sccc2C1,2.01,23.65,0.02,1.42,5.06,321.82,3.0,0.0,29.5,4.0,3.3,3.3,322.06630388409
COC(=O)C1(OC(=O)c2cncn2[C@H](C)c2ccccc2)CC1,,50.08,,,0.24,314.34,6.0,0.0,70.4,7.0,2.0,2.0,314.126657056
COC(=O)C1=C(C)[NH2+]C(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,1.5,26.0,0.04,1.0,3.3,371.39,8.0,1.0,103.8,6.0,3.0,3.0,372.15539722409005
COC(=O)C1=C(C)[NH2+]C(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],0.79,7.3,0.044,1.8,1.9,346.33,8.0,1.0,110.4,6.0,2.4,2.4,347.12376274809003
COC(=O)C1=C(C)[NH2+]C(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],5.5,15.0,0.003,6.5,11.0,388.41,8.0,1.0,110.4,8.0,3.7,3.7,389.17071294009
COC(=O)C1=C(C)[NH2+]C(C)=C(C(=O)OCCC[NH+]2CCC(c3ccccc3)(c3ccccc3)CC2)[C@@H]1c1cccc([N+](=O)[O-])c1,8.4,9.3,,15.0,22.0,609.71,9.0,1.0,113.7,12.0,6.8,5.9,611.2984388721801
COC(=O)C1=C(C)[NH2+]C(C)=C(C(=O)OCC[NH+](C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,1.0,11.0,0.01,1.5,4.1,479.52,9.0,1.0,113.7,11.0,3.9,3.7,481.22018855218
COC(=O)C1[C@@H](O)CC[C@H]2C[NH+]3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]12,0.48,14.6,0.2,0.5,1.5,354.44,5.0,2.0,65.6,2.0,2.4,2.1,355.20161914409
COC(=O)C1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1[NH+]2C,2.0,32.0,0.12,1.0,0.76,303.35,5.0,0.0,55.8,5.0,2.8,1.9,304.15433460409
COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,0.44,15.02,,0.5,0.75,439.31,6.0,0.0,69.4,5.0,2.1,2.0,438.0691379480001
COC(=O)CCc1ccc(OCC(O)C[NH2+]C(C)C)cc1,1.2,290.0,0.59,0.07,0.15,295.37,5.0,2.0,67.8,10.0,2.0,0.18,296.18563473209
COC(=O)C[C@@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCC[NH+]2CCc2cc4c(cc2[C@H]13)OCO4,1.8,2.96,,10.2,9.8,545.62,10.0,2.0,124.0,10.0,0.95,0.17,546.26975828009
COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,0.44,0.74,,10.03,9.1,422.42,10.0,2.0,138.1,5.0,2.3,2.3,422.1615000680001
COC(=O)NC(C(=O)[NH+]1CCCC1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)C4CCC[NH+]4C(=O)C(NC(=O)OC)C(C)C)cc3)[NH+]2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,2.32,1.68,0.001,23.07,28.49,894.11,15.0,4.0,178.7,15.0,7.8,7.8,896.5269414602701
COC(=O)NC(C(=O)[NH+]1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCC[NH+]5C(=O)C(NC(=O)OC)C(C)C)[n-]4)cc3)cc2)[n-]1)C(C)C,0.67,1.0,0.01,11.19,13.5,738.88,14.0,4.0,174.6,13.0,5.3,5.2,738.3853313199999
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[n-]1,1.2,15.0,0.086,1.3,1.1,295.29,6.0,2.0,84.1,4.0,3.0,-0.42,294.08841482391006
COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)C(OC(C)=O)=C3C(C)[C@@H](OC(=O)C(O)C(NC(=O)c4ccccc4)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,6.9,8.6,,13.0,31.0,869.91,16.0,4.0,230.5,15.0,2.3,2.3,869.3258699319999
COC(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)C[NH+]4CC[NH+](C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1,15.0,19.9,0.02,12.6,9.5,539.62,9.0,2.0,94.2,8.0,3.8,3.4,541.26780744018
COC(=O)c1cnc2n1CCc1ccccc1C2=C1CC[NH+](CCc2ccc(OCc3ccc4ccccc4n3)cc2)CC1,6.03,14.14,0.001,7.1,10.6,584.71,7.0,0.0,69.5,8.0,7.4,6.8,585.28601746409
COC(C(=O)[NH+]1Cc2[n-]nc(NC(=O)c3ccc(N4CC[NH+](C)CC4)cc3)c2C1)c1ccccc1,2.5,6.1,,6.8,25.0,474.55,9.0,2.0,93.8,6.0,1.6,0.62,475.24521527209004
COC1=C(C(=O)[O-])[NH+]2C(=O)C(NC(=O)C([NH3+])C3=CCC=CC3)[C@H]2SC1,0.17,4.78,0.1,0.59,0.74,365.4,8.0,3.0,122.0,5.0,-0.95,-3.5,366.11181816009
COC1=C2C(C)[C@@H](OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](OC)[C@@]3(C)C1=O)C2(C)C,48.0,11.0,0.24,72.7,74.5,835.93,15.0,3.0,202.4,14.0,4.0,4.0,835.3779055040001
COC1C(=O)C(C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)[NH+]2CCCCC2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)C(C)=CC(C)[C@H]1O,3.0,7.7,,10.0,18.0,1030.29,17.0,4.0,242.0,11.0,5.6,5.6,1030.6097621560903
COC1C(=O)C(C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)[NH+]2CCCCC2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@H](n3cnnn3)[C@H](OC)C2)CC(=O)C(C)=CC(C)[C@H]1O,1.3,0.67,0.26,33.0,35.0,966.21,17.0,2.0,218.8,7.0,5.4,5.4,966.5797994200899
COC1C(=O)C(C)C[C@H](C)C=CC=CC=C(C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)[NH+]2CCCCC2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OP(C)(C)=O)[C@H](OC)C2)CC(=O)C(C)=CC(C)[C@H]1O,3.2,1.1,,48.5,46.3,990.21,15.0,2.0,201.5,8.0,6.4,6.4,990.5702194500901
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)[NH+](C)CC(O)CO)c1I,0.22,1.4,0.99,2.6,2.6,791.11,11.0,6.0,168.7,11.0,-2.2,-2.2,791.8770351800899
COCC(=O)O[C@]1(CC[NH+](C)CCCc2nc3ccccc3[n-]2)CCc2cc(F)ccc2[C@@H]1C(C)C,3.1,4.0,0.005,13.0,13.0,495.63,6.0,1.0,67.4,12.0,5.9,3.8,495.289720296
COCC(NC(C)=O)C(=O)NCc1ccccc1,0.58,0.57,0.85,17.2,12.3,250.29,5.0,2.0,67.4,6.0,-0.2,-0.2,250.131742436
COCCCC/C(=N\OCC[NH3+])c1ccc(C(F)(F)F)cc1,23.5,31.95,0.2,12.26,12.5,318.33,4.0,1.0,56.8,9.0,3.1,1.2,319.16278902409
COCCCOc1ccnc(C[S+](O)c2nc3ccccc3[n-]2)c1C,0.22,4.0,0.037,0.92,1.0,359.44,6.0,1.0,77.1,8.0,2.1,2.1,359.13036253200005
COCCC[NH+]1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,8.73,4.55,0.7,32.16,22.5,367.87,6.0,2.0,76.8,6.0,2.5,1.3,368.17354582408996
COCCOC(=O)C1=C(C)[NH2+]C(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,1.1,15.0,0.016,1.2,1.3,418.44,9.0,1.0,119.7,10.0,3.2,3.2,419.18127762409
COCC[NH+]1CC[NH+](Cc2ccc(-c3n[n-]c4c3C(=O)c3c(NC(=O)[N-]N5CCOCC5)cccc3-4)cc2)CC1,5.9,11.5,,8.5,9.9,545.63,11.0,3.0,115.1,8.0,0.95,0.41,545.2750526
COCCc1ccc(OCC(O)C[NH2+]C(C)C)cc1,3.1,13.0,0.88,4.0,3.6,267.36,4.0,2.0,50.7,9.0,1.9,0.064,268.19072011209
COCCn1c2c([n+](Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O,23.7,11.3,,34.5,24.8,363.39,7.0,0.0,78.0,5.0,-1.2,-1.2,363.14516688809
COCOCC(CCC1(C(=O)NC2CCC(C(=O)[O-])CC2)CCCC1)C(=O)[O-],0.25,2.3,0.872,1.81,16.0,399.48,8.0,3.0,122.2,13.0,1.6,-3.6,397.21114949182
COC[C@@H](O)CN(C(C)=O)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c1I,0.2,1.27,1.0,2.64,2.04,835.16,12.0,7.0,188.9,13.0,-2.2,-2.2,834.895973476
COCc1c(-c2ccc(F)cc2)c(=CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)nc1=C(C)C,0.33,2.9,0.01,1.8,1.8,459.55,6.0,3.0,99.9,11.0,4.3,1.1,458.23482495590997
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(C)CS[C@H]12)c1csc(N)n1,0.28,1.9,0.78,2.5,2.1,397.43,10.0,3.0,147.2,5.0,0.36,-2.6,397.0514605800001
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,0.19,2.7,0.6,1.2,1.2,455.47,12.0,3.0,173.5,8.0,-0.053,-3.1,455.05693988400003
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CS[C@H]12)c1ccco1,0.15,2.2,,1.1,1.1,424.39,12.0,3.0,174.1,8.0,-0.19,-3.2,424.068884472
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(CSc3cnns3)CS[C@H]12)c1csc(N)n1,0.2,4.1,0.12,0.82,1.14,513.59,12.0,3.0,173.0,8.0,0.51,-2.5,513.0017505800001
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1,0.12,0.22,0.1,9.6,7.6,554.58,15.0,4.0,215.2,8.0,-3.2,-8.4,553.03878146391
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nc(C)c(CC(=O)[O-])s3)CS[C@H]12)c1csc(N)n1,0.054,0.61,0.18,1.5,4.2,584.67,13.0,4.0,197.4,10.0,1.3,-4.9,583.02035452791
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,0.2,3.65,0.31,0.77,0.89,511.56,14.0,3.0,190.8,8.0,-0.15,-3.2,511.0514776440002
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,0.28,2.2,0.78,2.1,1.9,480.56,11.0,2.0,150.0,7.0,-3.6,-2.7,481.1322363200901
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(C[N+]34CCC(C(N)=O)(CC3)CC4)CSC12)c1nsc(N)n1,0.27,1.7,,2.6,2.2,551.62,14.0,4.0,203.2,10.0,-5.6,-4.6,551.14894900409
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(C[NH+]3C=C[NH+]4[NH2+]C=CC=C34)CS[C@H]12)c1nsc(N)n1,0.24,2.1,0.74,2.0,1.7,516.53,14.0,3.0,180.7,9.0,-1.3,-4.8,520.1168860642701
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(C[n+]3ccc(-c4cnco4)cc3)CS[C@H]12)c1csc(N)n1,0.22,1.76,,2.64,1.78,541.56,13.0,2.0,180.3,8.0,-1.6,-0.63,542.0910997800901
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(C[n+]3ccc(N)n3CCO)CS[C@H]12)c1csc(N)n1,0.3,1.77,,2.78,2.9,522.56,14.0,4.0,205.1,9.0,-1.9,-4.2,523.11764887609
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,0.24,1.9,0.9,2.1,1.7,514.58,11.0,2.0,153.9,7.0,0.7,-1.6,515.11658625609
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=CCS[C@H]12)c1csc(N)n1,0.2,2.1,0.72,1.6,1.5,383.4,10.0,3.0,147.2,5.0,-0.22,-3.2,383.0358105160001
COP(=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)c(F)c12,0.97,1.83,,8.9,7.4,431.78,6.0,2.0,109.0,6.0,2.9,2.9,431.060183902
COP(=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12,0.56,1.71,,5.5,4.4,413.79,6.0,2.0,109.0,6.0,2.9,2.9,413.06960571400003
CO[C@@H]1C[C@@](C)(O)Cc2cc3c(c([O-])c21)C(=O)c1c([O-])cc2c(c1C3=O)O[C@@H]1O[C@]2(C)[C@@H](O)[C@@H]([NH+](C)C)[C@@H]1O,9.14,11.61,,13.13,13.22,541.55,11.0,5.0,166.2,2.0,1.4,-1.2,540.1875197399099
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H]([NH+](C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@@H]([NH+](C)C)[C@H](C)O2)C=CC=CC[C@@H](C)OC(=O)C[C@H]1O,5.4,12.8,0.26,7.0,5.2,843.05,16.0,4.0,195.4,11.0,2.0,0.92,844.52855795218
CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc([O-])cc2)C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21,0.17,0.72,0.39,3.9,2.9,520.47,15.0,4.0,206.3,9.0,-0.95,-4.2,518.0866943158201
CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccsc2)C(=O)[NH+]2C(C(=O)[O-])C(C)(C)S[C@@H]21,0.11,0.34,0.21,5.2,4.1,414.45,9.0,3.0,133.2,6.0,0.81,-5.7,413.04826646390995
CO[C@@]1(NC(=O)CSCC#N)C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21,0.13,1.5,0.15,1.5,1.5,471.53,12.0,2.0,163.3,10.0,-1.4,-4.3,471.04532964400016
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21,0.17,3.6,0.73,0.79,0.81,427.45,10.0,3.0,148.3,8.0,-0.81,-3.8,427.050791884
CO[C@@]1(NC(O)=c2sc(=C(C(N)=O)C(=O)[O-])s2)C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21,0.13,0.42,0.15,5.2,4.5,575.62,15.0,4.0,219.9,9.0,-1.8,-7.1,573.9948680519101
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c([O-])c4c([O-])c(c(/C=N/[NH+]5CC[NH+](C)CC5)c([O-])c4c3C2=O)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0.97,3.5,0.2,4.6,3.8,822.94,16.0,6.0,220.1,5.0,4.6,1.7,821.3978468439102
CO[C@H]1C[C@@H](O[C@@H]2C(C)C(=O)O[C@H](C)[C@H](C)[C@H](O)C(C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](O[C@H]3O[C@@H](C)C[C@@H]([NH+](C)C)[C@H]3O)[C@H]2C)O[C@@H](C)[C@@H]1O,0.77,9.1,0.4,1.41,1.05,687.86,13.0,3.0,166.0,9.0,2.0,0.7,688.4266528440901
CO[C@H]1[C@@H](O)[C@H]([NH3+])[C@@H](O[C@H]2O[C@H]([C@H](C)[NH3+])CC[C@H]2[NH3+])[C@H](O)[C@H]1[NH+](C)C(=O)C[NH3+],0.23,1.37,,2.8,2.0,405.49,11.0,6.0,192.5,6.0,-4.6,-7.7,410.29511610044995
CO[C@]1(NC(=O)CSC(F)F)C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nnnn3CCO)CO[C@@H]21,0.19,4.1,0.64,0.77,0.6,496.47,13.0,3.0,169.0,11.0,-0.98,-4.0,496.06464535599997
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc([O-])c5c4[C@@]3(CC[NH+]1CC1CC1)[C@H]2O5,4.9,19.0,0.04,4.9,3.2,467.64,5.0,2.0,62.2,4.0,4.4,3.1,467.303558792
COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[n-]c2=O)cc1C(C)(C)C,2.13,,0.005,,5.7,493.57,8.0,2.0,110.3,5.0,4.3,0.75,492.15986551190997
COc1c(C)c2c(c([O-])c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2,0.77,2.33,0.02,6.5,9.7,320.34,6.0,2.0,93.1,6.0,3.2,0.58,318.11143545581996
COc1c(C)cc2c(c1[O-])[C@@H]1[C@@H]3Cc4c(OC(C)=O)c(C)c5c(c4[C@H](CNC(=O)/C=C/c4cccc(C(F)(F)F)c4)[NH+]3[C@@H](O)[C@H](C2)[NH+]1C)OCO5,12.6,12.0,,17.5,22.2,709.71,11.0,3.0,130.0,7.0,4.7,3.0,710.26837628809
COc1c(N2CCC/C(=C(\F)C[NH3+])C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,1.13,0.78,0.34,24.21,19.64,419.42,7.0,2.0,97.8,5.0,2.8,0.44,419.165662656
COc1c(N2CC[NH2+]C(C)C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,1.7,2.8,0.8,11.0,10.0,375.39,7.0,2.0,82.1,4.0,2.1,-0.65,375.15943440399997
COc1c(N2C[C@@H](C)C[C@H]([NH3+])C2)ccc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,1.9,3.8,0.84,8.4,13.5,371.43,7.0,2.0,96.1,4.0,2.5,0.077,371.18450628000005
